2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
GUD,EXT,EXT,MSB,SBM,IVC,AWE,PBG,SIG,KAR,FWD,FWD,SXL,QUB,MRM,FWD,EHL,WSA,EHL,SXY,MQA,MMS,CDU,MQA,FXL,FXL,TPG,SFR,GUD,TEN,A2B,LNC,PDN,PDN,TTS,BOQ,BOQ,TOL,TTS,BOQ,CFX,TTS,CFX,BOQ,CFX,CFX,CFX,BOQ,NVN,AWC,NVN,SEK,SEK,BEN,CCL,CCL,COH,COH,TWE,ORI,S32,ORI,SEK,SEK,ORI,TTS,TTS,DUE,TTS,CGF,TTS,TTS,CGF,DUE,ORI,BLD,BLD,MPL,BSL,CGF,CGF,STO,ORI,CPU,VCX,MGR,MPL,MGR,CTX,MPL,MPL,BLD,MPL,MPL,AMP,JHX,LLC,BSL,LLC,LLC,BSL,ORI,ORI,NST,ORI,CPU,RMD,CPU,XRO,NST,ORI,LLC,SGP,ALD,SEK,GPT,QAN,SEK,BSL,MFG,MPL,A2M,MPL,OSH,OZL,TWE,TWE,EDV,MIN,EDV,DMP,EDV,MIN
EXT,SFR,SFR,BWP,IVC,AZT,ABP,MQA,PBG,TEN,CPL,SXL,EVN,FWD,GCL,SLR,FWD,FWD,MGX,ACR,TPG,BRU,FXL,SXL,IIN,MQA,FXL,SXY,ACR,BDR,TEN,A2B,DLS,DLS,SEK,TOL,TOL,ILU,ILU,TTS,TTS,BLD,BLD,CGF,CGF,BOQ,CTX,AWC,AWC,COH,COH,NVN,NVN,NVN,BOQ,COH,CCL,ALL,CPU,ALL,RMD,IPL,ORI,TTS,SEK,SEK,DUE,SEK,SEK,ORI,STO,CGF,BLD,IPL,QAN,STO,CPU,CPU,MPL,MPL,STO,CGF,CGF,FMG,FMG,CPU,RHC,VCX,FMG,CTX,SEK,FMG,SEK,CTX,RHC,RHC,CTX,JHX,BSL,CTX,CTX,SEK,NST,ORI,EVN,RMD,CPU,RMD,MFG,CPU,MPL,CTX,CTX,SEK,TWE,LLC,SEK,TAH,TAH,AGL,MFG,REA,OZL,OZL,MIN,OZL,EDV,LLC,TWE,WTC,OZL,OZL,ORG
MQA,VAH,RRL,CPL,AUN1,AWE,PBG,MRM,NWH,ESG,MRM,SUL,NWH,MSB,PBG,SXY,SPT,MRM,ARB,CHC,ABP,SXY,ARB,FXL,ABP,GUD,EVN,ABP,LNC,RSG,IGO,WTF,TEN,TEN,TOL,BLD,BLD,BLD,BOQ,CFX,CGF,CGF,CGF,BLD,BLD,COH,COH,QAN,COH,BOQ,BOQ,COH,BLD,COH,BLD,BLD,CPU,BEN,COH,TWE,STO,S32,STO,IPL,TTS,CPU,SEK,RMD,ORI,CCL,DUE,CPU,IPL,BSL,DUE,DUE,ORI,BSL,CPU,CPU,CPU,CPU,CPU,BSL,CGF,BSL,VCX,MPL,VCX,CGF,FMG,SEK,CTX,A2M,A2M,FMG,JHX,AMP,RMD,ORI,ORI,CTX,SEK,CPU,CPU,MFG,SEK,XRO,CPU,CTX,CPU,SEK,TAH,TWE,ALD,TAH,GPT,MPL,AZJ,AZJ,AGL,CPU,EVN,TWE,EVN,REA,ORG,REA,CHC,ORG,TWE,WTC,MPL
GWA,A1M,ERA,IVC,GWA,BWP,MRM,AWE,EHL,WSA,EHL,NWH,MRM,SPT,SXL,SBM,TPI,EHL,ABP,ABP,KCN,PBG,GUD,SXY,SXY,PMV,SBM,FXL,GWA,SXY,WTF,WPP,BRS,BRS,BLD,ILU,ILU,BOQ,TOL,CIM,ILU,TOL,WOR,AWC,COH,CGF,AWC,CTX,BOQ,CTX,CTX,BOQ,COH,BLD,SEK,BOQ,BOQ,TWE,ALL,COH,COH,SEK,IPL,CPU,IPL,CGF,HSO,CGF,HSO,SEK,CPU,DUE,QAN,CGF,CGF,CPU,BSL,STO,RMD,STO,BSL,BSL,BSL,IPL,CPU,CGF,MGR,FMG,MPL,BLD,A2M,CGF,RMD,SEK,FMG,ORI,ORI,RMD,AMP,SEK,AMP,RMD,MFG,EVN,NST,SEK,XRO,VCX,ORI,ORI,TAH,TAH,APT,ORI,TAH,ORI,ORI,TWE,ORG,MPL,REA,TWE,AZJ,AZJ,ORG,MIN,LLC,OZL,LLC,REA,WTC,ORG,LYC
MRU,ERA,FWD,ASL,BWP,SWM,A1M,REA,KAR,CMW,LNC,NVT,SUL,EHL,EHL,ALZ,SXY,ACR,A2B,ARB,PBG,CDU,SXY,TPI,MQA,PBG,IIN,BDR,PDN,GUD,TRS,BDR,SRX,SRX,ALQ,FDC,WOR,WOR,WOR,TOL,BSL,AWC,FDC,WOR,TOL,BLD,FDC,COH,FMG,BLD,BLD,BLD,CWN,FDC,COH,CWN,ALL,BOQ,BEN,BOQ,BEN,BOQ,CPU,CGF,CPU,HSO,IPL,VOC,RMD,HSO,CCL,BEN,CPU,CPU,CPU,ORI,IPL,SEK,SEK,SEK,SEK,IPL,IPL,RMD,ORI,ORI,CGF,CGF,ORI,SEK,RMD,RHC,RHC,RHC,BLD,MPL,BSL,ORI,ORI,AMP,SEK,XRO,RMD,RMD,SEK,NST,MFG,SEK,NST,MPL,OSH,CPU,CPU,CPU,ORI,CPU,TWE,BSL,TWE,ALD,CPU,OSH,REA,REA,TWE,ORG,MFG,CHC,ORG,OSH,REA,REA,TWE
VAH,LNC,MRU,AUN1,LNC,ALZ,CPL,HDF,AUN1,FWD,SXL,REA,SBM,MQA,ALZ,MRM,MQA,SBM,TPI,TPI,CHC,ARB,SLR,GUD,WSA,TPG,WSA,IIN,MTU,ACR,ACR,RSG,SFR,SFR,BOQ,WOR,ALQ,COH,BSL,BSL,TOL,ILU,COH,ILU,AWC,TOL,CGF,FDC,BLD,FDC,AWC,CWN,BOQ,BOQ,CWN,SEK,BLD,CGF,BOQ,BEN,SEK,BEN,DUE,CWN,CGF,FMG,CGF,ORI,CGF,TTS,SEK,IPL,TTS,QAN,IPL,IPL,STO,IPL,IPL,RMD,RMD,RMD,RMD,SEK,SEK,RMD,SEK,ORI,SEK,A2M,CGF,RMD,IPL,FMG,ORI,SEK,SEK,EVN,SEK,NST,MFG,BLD,EVN,SEK,MFG,EVN,CTX,MFG,VCX,VCX,SEK,QAN,SEK,TAH,CPU,ALD,CPU,ORI,ALD,REA,AZJ,AGL,CPU,EVN,OSH,BLD,EVN,EVN,OZL,CHC,CHC,DMP,REA
LNC,MQA,HT1,RRL,AWE,TPI,EXT,NWH,HDF,LNC,AUN1,EHL,FWD,SUL,QUB,IMD,ALZ,GUD,MRM,MGX,FWD,CHC,MRM,KCN,SLR,TPI,SFR,NUF,SXY,MTU,SFR,SFR,ABP,ABP,FDC,COH,COH,FDC,FDC,CGF,FDC,FDC,TOL,TOL,CTX,CTX,BLD,TOL,FDC,TOL,FDC,ALL,ALL,CWN,ALL,ALL,CWN,BLD,CGF,SEK,BOQ,STO,CCL,CCL,BLD,BLD,RMD,HSO,CCL,CPU,BEN,BSL,BEN,BEN,RMD,CCL,SEK,RMD,STO,IPL,IPL,SEK,SEK,ORI,IPL,SEK,ORI,SEK,IPL,RMD,RHC,A2M,ORI,IPL,IPL,IPL,NST,SEK,AWC,RMD,XRO,AMP,CTX,CTX,XRO,CTX,BSL,BSL,BSL,SEK,VCX,ALX,QAN,OSH,AMP,SAR,ALD,CPU,ORI,CPU,ALD,AZJ,CCL,CCL,AZJ,ALD,DMP,DMP,REA,OZL,OSH,LYC,EDV
CRG,GUD,MQA,GWA,NVT,AUN1,EHL,TEN,ALZ,MBN,ALZ,MBN,EHL,TPI,SLR,NVT,SBM,MGX,ENV,SXL,ARB,A2B,TPI,DML,TPG,BDR,AHG,EVN,PRU,WTF,SXY,SRX,RSG,RSG,COH,CGF,FDC,CGF,CGF,FDC,WOR,ALQ,ALQ,FDC,FDC,FDC,TOL,BLD,TOL,ALL,ALL,FDC,FDC,AWC,AWC,CGF,CGF,STO,SEK,CCL,CGF,DUE,CWN,HSO,HSO,ORI,CWN,BLD,CPU,BLD,IPL,SEK,CCL,TTS,BEN,TTS,BEN,TTS,TTS,TTS,BEN,BEN,A2M,TTS,RMD,IPL,RMD,RMD,RMD,ORI,ORI,ORI,FMG,ORI,SEK,BSL,BLD,BLD,NST,AWC,RMD,NST,XRO,BSL,BSL,XRO,NST,AMP,SEK,BSL,ALX,BSL,OSH,QAN,ALX,ALX,BSL,ALD,SAR,OSH,OSH,MFG,A2M,MFG,MFG,MFG,BLD,ORG,WTC,LLC,IEL,MIN,PLS
IVC,CZA,GWA,PBG,ALZ,SXL,AZT,ALZ,SBM,ALZ,REA,MSB,ALZ,PTM,MQA,WSA,SXL,MQA,FWD,CSR,SXL,GUD,DML,SLR,DML,AWE,PMV,AHG,MQA,PMV,AHG,GWA,MMS,MMS,CGF,TWE,CGF,AWC,COH,COH,AWC,COH,ILU,COH,ILU,ILU,QAN,CGF,CGF,DUE,CGF,ANN,TAH,ALL,CGF,TAH,SEK,SEK,BLD,CGF,CCL,CWN,VOC,DUE,VOC,VOC,CPU,CWN,CWN,RMD,BLD,CCL,BSL,RMD,CCL,SEK,TTS,BEN,BEN,BEN,TTS,TTS,TTS,A2M,AWC,A2M,IPL,IPL,CGF,AWC,IPL,IPL,AWC,AWC,AWC,BLD,EVN,AWC,BLD,EVN,BLD,MFG,BSL,XRO,CTX,APT,EVN,NST,ALX,ALX,EVN,AMP,BSL,BSL,SAR,QAN,ALX,CHC,CCL,ORI,CHC,CCL,VCX,VCX,DMP,OSH,OZL,AZJ,EVN,MIN,ALD,LLC,IGO
ERA,FWD,IVC,ALZ,MSB,MSB,WSA,RSG,SXL,REA,SBM,AWE,SPT,AUN1,SBM,EHL,MGX,MSB,ACR,A2B,SXY,MRM,BLY,BLY,GUD,SBM,MML,LNC,ALG,AHG,SRX,ABP,BDR,BDR,TWE,ALQ,BSL,ALQ,AWC,WOR,COH,WOR,AWC,BSL,WOR,WOR,ALL,ALL,DUE,FMG,ANN,CGF,CGF,TAH,TAH,SGR,TWE,TAH,CWN,DUE,CWN,CGF,BLD,BLD,DUE,RMD,BLD,CCL,BSL,CWN,RMD,RMD,SEK,CCL,SEK,RMD,RMD,CCL,CCL,CWN,BOQ,BOQ,BEN,BEN,BEN,BEN,BEN,AWC,AWC,IPL,AWC,AWC,CGF,CGF,CGF,CGF,IPL,NST,IPL,BLD,IPL,EVN,AMP,BLD,CHC,BSL,AMP,BLD,AMP,APT,BSL,CCL,ALX,ALX,BSL,BSL,JBH,ALX,CPU,CHC,TWE,CHC,MIN,MIN,CHC,DMP,CHC,OSH,AZJ,CAR,LLC,EVN,REH
SFR,MRU,LNC,LNC,RRL,RRL,ALZ,SWM,NUF,EHL,EXT,SBM,MML,ALZ,WSA,A2B,IRE,IRE,MQA,ALZ,MRM,SWM,A2B,ARB,AWE,EVN,SDL,MML,RSG,SFR,GWA,AHG,AHG,AHG,CIM,BSL,TWE,BSL,CIM,AWC,CIM,TWE,TWE,CTX,TWE,DUE,DUE,ANN,ALL,CGF,TAH,AWC,ANN,ANN,ANN,ANN,SGR,SGR,SGR,HSO,HSO,CCL,HSO,BOQ,CCL,DUE,ORI,IPL,BEN,BEN,BSL,CWN,RMD,SEK,TTS,BEN,CCL,CWN,CWN,BOQ,SKI,AWC,AWC,CIM,CIM,AWC,AWC,ILU,ILU,BEN,BEN,BEN,XRO,XRO,NST,AWC,CGF,IPL,EVN,IPL,NST,BSL,BLD,IPL,AMP,AMP,BLD,EVN,EVN,CCL,CCL,FPH,AMP,SAR,OSH,OSH,CHC,SAR,REA,VCX,CCL,ALD,MFG,DMP,BLD,AZJ,OSH,MFG,OSH,IEL,CAR,IEL,DMP
WSA,HT1,CRG,NVT,NUF,WSA,SWM,EXT,MRM,PBG,AWE,AUN1,WSA,GCL,REA,SXL,ENV,TPI,SXL,ENV,A2B,ALZ,ENV,ALZ,ARB,ASL,AWE,ASL,ABP,AGO,PMV,BRG,GWA,GWA,MTS,QAN,ANN,CIM,ALQ,CTX,CTX,BSL,DUE,TWE,QAN,QAN,TAH,DUE,ANN,ANN,FMG,TAH,AWC,CGF,DUE,TWE,TAH,CWN,TAH,HGG,DUE,SGR,CGF,SGR,CWN,CCL,VOC,BSL,BLD,IPL,CWN,DMP,CWN,BOQ,CWN,CWN,CWN,SKI,SKI,CCL,AWC,CIM,BOQ,BOQ,A2M,SGR,BOQ,BEN,BEN,ILU,EVN,ILU,BEN,BEN,BEN,BEN,AWC,URW,XRO,XRO,AWC,AWC,IPL,BEN,ALX,IPL,IPL,CCL,CCL,AMP,APT,SAR,VCX,AMP,QAN,REA,OSH,NXT,NXT,CCL,OZL,OZL,QUB,AGL,VCX,CHC,AZJ,ALD,CAR,AZJ,VCX,CAR,EVN
ALZ,IVC,HDF,HDF,MQA,MQA,BWP,BWP,LNC,SBM,BWP,AZT,AWE,NWH,SIG,MQA,QUB,SPT,KCN,NWH,BLY,SLR,BDR,MRM,MSB,WSA,PRU,SAI,FXL,ABP,BRG,AGO,AWE,AWE,FLT,CIM,AWC,ANN,FLT,FLT,FLT,QAN,BSL,DUE,DUE,BSL,ANN,TAH,BSL,TAH,DUE,DUE,DUE,DUE,SGR,AWC,ANN,TPG,FMG,CWN,HGG,BLD,SGR,VOC,SGR,BEN,CCL,DMP,DMP,SGR,DMP,BOQ,BOQ,CWN,BOQ,BOQ,BOQ,AWC,BOQ,SKI,CWN,CWN,CIM,AWC,SGR,BOQ,CWN,CWN,CWN,CWN,ILU,CWN,CWN,NST,CCL,NST,BEN,BEN,CIM,MFG,BEN,IPL,BEN,AWC,APT,BLD,ALX,APT,AWC,CHC,CHC,REA,SAR,VCX,VCX,JBH,SAR,REA,CHC,TWE,MIN,ORI,ALD,CHC,ALD,VCX,ALD,REH,VCX,ALD,LYC,IGO,LLC
AVO,GWA,KCN,IGO,A1M,NVT,AUN1,IVC,REA,SWM,HDF,ALZ,TPI,SLR,MSB,ENV,MSB,SWM,ALZ,GUD,GUD,ENV,CHC,ENV,TPI,ENV,ASL,AWE,AHG,CDD,AGO,SXY,SXY,SXY,QAN,FLT,MTS,MTS,CTX,ALQ,ALQ,CTX,ANN,ALQ,BSL,ALL,ILU,TWE,TAH,TWE,TWE,ILU,TWE,ILU,TWE,ILU,AWC,ANN,TPG,BLD,BLD,HGG,BOQ,RMD,RMD,CWN,DMP,SGR,IPL,DMP,TAH,SGR,DMP,AWC,AWC,SGR,SGR,BOQ,AWC,CIM,DOW,SKI,SGR,SGR,BOQ,CWN,ILU,SGR,CCL,EVN,XRO,CCL,DOW,CIM,WOR,EVN,URW,XRO,MFG,ALX,CIM,BEN,AWC,ALX,CCL,BEN,AWC,IPL,IPL,BLD,AMP,ANN,REA,REA,QUB,NXT,REA,JBH,JBH,ALX,ALX,ALX,AGL,JBH,CWY,ALX,REH,LYC,ALX,VCX,EVN,OSH,SOL
A1M,GBG,ALZ,WSA,WSA,NUF,NUF,NVT,SWM,MRM,IVC,ASL,SIG,REA,BWP,MML,REA,SXL,GUD,BRU,ALZ,QUB,ALZ,CHC,ASL,CHC,PBG,SLR,AGO,ALG,AWE,AWE,AGO,AGO,BSL,MTS,CIM,FLT,MTS,ANN,TAH,DUE,CTX,QAN,ANN,ANN,TWE,HSO,TWE,SGR,SGR,SGR,SGR,FMG,ILU,DUE,ILU,HSO,ANN,TAH,SGR,HSO,BEN,FMG,BEN,SGR,BEN,BEN,SGR,BSL,SGR,HSO,SGR,SKI,SKI,SKI,SKI,CIM,SGR,AWC,CCL,DOW,CCL,SKI,CCL,LNK,CIM,CCL,EVN,DOW,CWN,DOW,CIM,CWN,CIM,CCL,XRO,CIM,URW,CHC,URW,CCL,CCL,CCL,BEN,AWC,REA,AWC,QUB,REA,BLD,QUB,CCL,QUB,REA,QUB,NXT,VCX,DMP,AMP,VCX,JBH,DMP,ALD,ALX,ALQ,ALQ,IGO,ALD,EVN,IGO,ALD,IEL
GBG,ALZ,A1M,MML,HDF,HDF,NVT,SXL,BBG,ASL,ASL,EXT,REA,WSA,PTM,REA,A2B,ALZ,SPT,FWD,ENV,BDR,ASL,PDN,BDR,ARB,SLR,PMV,AWE,MQA,ARB,PMV,ARB,ARB,TAH,CPA,CTX,CTX,QAN,REA,QAN,ANN,QAN,ANN,ALQ,TWE,SGR,SGR,HSO,HSO,HSO,HSO,ILU,SGR,HSO,HSO,HSO,AWC,HSO,SGR,TAH,TAH,DMP,BEN,BOQ,DMP,SGR,CPU,VOC,BOQ,BOQ,TAH,SKI,TAH,HSO,HSO,AWC,SGR,CIM,SGR,CIM,SGR,SKI,DOW,CWN,CIM,DOW,LNK,HSO,CCL,REA,CIM,CCL,CCL,ALX,ALX,CIM,CCL,BEN,CGF,EVN,CHC,ALX,CHC,IPL,CCL,CHC,QUB,BLD,EVN,REA,AWC,AWC,ANN,JBH,VCX,VCX,CAR,ALX,QUB,ORI,VCX,CHC,A2M,REH,REH,ALX,ALQ,IGO,QUB,MIN,REH,CAR
MML,CRG,PBG,AWE,SXL,PTM,MBN,EHL,A1M,HDF,WSA,WSA,KCN,EVN,IRE,MGX,NVT,KCN,NWH,KAR,ASL,PTM,MMS,QUB,MRM,MMS,SAI,TPG,NUF,FXL,ABP,CDD,PMV,PMV,AWC,ANN,TAH,CPA,TAH,TAH,ANN,FLT,TAH,TAH,TAH,TAH,BSL,ILU,SGR,SKI,ILU,TWE,FMG,TWE,FMG,FMG,FMG,FMG,DMP,ANN,DMP,DMP,TAH,DMP,DMP,BOQ,SKI,SKI,SKI,TAH,HSO,SKI,TAH,HSO,SGR,TAH,TAH,DOW,DOW,DOW,SGR,CCL,DOW,CWN,ILU,ILU,LNK,CIM,DOW,XRO,CCL,XRO,ALX,DOW,EVN,XRO,CCL,ALX,ALX,CIM,CWN,ALX,CHC,WOR,WTC,CHC,QUB,DOW,APT,QUB,QUB,IPL,IPL,CHC,ANN,AMP,DMP,DMP,AMP,MIN,QUB,DMP,BLD,ALX,BOQ,QUB,QUB,VCX,MFG,ALX,ALQ,PLS,ALD
RRL,KCN,AWE,MQA,SWM,A1M,TEN,WSA,EXT,AUN1,MBN,BWP,MSB,SIG,EXT,BWP,BWP,QUB,SWM,QUB,CSR,ASL,SWM,MMS,CHC,LNC,SIG,MRM,SAI,MRM,CDD,IGO,PBG,PBG,ANN,TAH,FLT,TAH,REA,DUE,DUE,TAH,FLT,FLT,FLT,SGR,WOR,BSL,SKI,ILU,SKI,FMG,HSO,HSO,SKI,ORA,SKI,ORA,SKI,FMG,MFG,TPG,FMG,TAH,AWC,TPG,BOQ,TAH,TAH,SKI,SKI,BLD,HSO,DMP,CIM,AWC,DMP,ILU,HSO,ILU,ILU,A2M,ORA,CCL,SKI,DOW,SGR,SKI,CIM,ORA,ORA,ORA,REA,ALX,CWN,CWN,CWN,DOW,WOR,DOW,CGF,CGF,WOR,AMP,AWC,REA,CCL,ALX,CHC,IPL,CGF,VCX,ALU,CCL,BLD,ANN,QUB,OSH,ANN,OZL,JBH,MIN,LYC,QUB,QUB,BOQ,VCX,ALX,LYC,ALQ,AZJ,VCX,ALX
HT1,WSA,WSA,MBN,MBN,TEN,IVC,NUF,BWP,GFF,NVT,PTM,NVT,SBM,AUN1,SIG,SIG,SIG,EVN,SFR,PTM,AWE,QUB,AWE,ENV,SFR,ARB,PDN,PMV,PBG,PBG,ALG,BRG,BRG,CPA,CTX,CPA,QAN,ANN,ALL,REA,MTS,SGR,SGR,SKI,SKI,SKI,SKI,ILU,BSL,ORA,SKI,SKI,SKI,HLS,SKI,ORA,DMP,CIM,MFG,ANN,ANN,HGG,TPG,TAH,VUK,TAH,TPG,BOQ,ORA,ORA,AWC,AWC,SGR,ORA,DMP,HSO,TAH,MFG,ALQ,ALQ,ILU,LNK,LNK,DOW,CCL,CCL,BOQ,SGR,REA,DOW,RWC,ALQ,ALQ,XRO,BOQ,ALX,WOR,CGF,BEN,DOW,CWN,CWY,CWY,REA,ALX,BEN,REA,REA,AWC,IPL,CWY,JBH,ALU,CWY,CHC,CWY,ANN,CAR,JBH,NXT,QUB,ALX,ORI,AGL,CWY,BOQ,CAR,ALQ,LYC,ORI,ALX,VCX
HDF,MML,IGO,NUF,KCN,LNC,MQA,ASL,NVT,BBG,PTM,HDF,AUN1,BWP,EVN,IRE,AQA,A2B,IRE,PTM,QUB,SIG,PTM,CDD,SBM,MSB,ENV,QUB,BRS,AWE,PDN,ARB,ALG,ALG,CTX,AWC,QAN,DUE,TWE,QAN,TWE,SKI,SKI,MTS,REA,FLT,MTS,REA,REA,REA,BSL,HLS,ORA,IFL,ORA,TPG,TPG,SKI,ORA,DMP,FMG,SKI,AWC,CIM,BSL,CIM,TPG,BOQ,TPG,VOC,AWC,ORA,ORA,CIM,TAH,CIM,CIM,DMP,ILU,HSO,ORA,ALQ,CWN,TAH,LNK,ORA,SKI,ORA,LNK,HSO,ALX,REA,ORA,VUK,DOW,WOR,DOW,CWN,DOW,URW,ALX,CWY,REA,APT,BLD,QUB,APT,CHC,DOW,BEN,CWY,APT,NXT,JBH,CHC,DMP,AMP,CCL,QUB,SAR,DMP,SAR,IPL,BLD,ORI,ORI,JBH,NXT,NXT,BOQ,QUB,IPL,CWY
NUF,HDF,MML,TPI,TPI,KCN,PTM,PTM,MBN,EXT,MSB,IVC,PTM,IRE,SUL,MSB,SWM,ENV,SFR,SIG,SFR,BLY,KCN,PTM,MMS,ALZ,ALZ,ARB,MSB,IIN,ALG,NUF,CHC,CHC,DUE,DUE,HLS,TWE,DUE,HLS,MTS,REA,ALL,ALL,SGR,MTS,REA,WOR,ORA,ORA,REA,ORA,REA,HLS,HVN,DMP,DMP,ILU,ILU,TPG,TPG,FMG,TPG,BSL,CIM,TAH,CIM,ORA,ORA,JBH,VOC,CIM,CIM,ORA,DMP,ORA,ORA,HSO,ALQ,TAH,A2M,ORA,ILU,ORA,ORA,SKI,ORA,DOW,ORA,SGR,NST,ALX,BOQ,SGR,ORA,SKI,BOQ,BOQ,CWY,CWY,CHC,CIM,CWN,REA,DOW,WTC,DOW,BEN,WOR,WOR,AWC,ALU,ANN,FPH,NXT,CAR,ANN,QUB,OZL,NXT,AMP,NXT,BEN,IPL,BEN,BEN,BEN,BOQ,BOQ,IGO,ALX,AZJ,AZJ
AWE,BPT,NUF,SWM,PTM,MBN,HDF,KAR,WSA,IVC,NUF,SVW,GCL,AWE,AZT,QUB,EVN,REA,CSR,IRE,TPI,ARI,AWE,BDR,QUB,SIG,TPI,ALZ,IGO,SXL,MQA,PBG,SIG,SIG,HLS,HLS,DUE,HLS,HLS,MTS,AST,ALL,MTS,REA,MTS,AST,FLT,MTS,CIM,AST,IFL,TPG,TPG,AST,TPG,HVN,BSL,CIM,AWC,AWC,SKI,MFG,SKI,AWC,TPG,BSL,BSL,AWC,ANN,AWC,JBH,JBH,ANN,ANN,HVN,ANN,DOW,ORA,TAH,DMP,TAH,TAH,ALQ,ILU,VUK,VUK,REA,REA,SKI,ALX,CIM,BOQ,SGR,BOQ,ALQ,ORA,SGR,CGF,CCL,CCL,CWY,WOR,APT,WTC,QUB,DOW,CWN,WOR,BEN,ALQ,BEN,SKI,CWY,NXT,CCL,OZL,CAR,BLD,OSH,BLD,SAR,AMP,NXT,LYC,ANN,JBH,ANN,BEN,QUB,IPL,IPL,QUB,ALQ
CQR,AWE,PTM,A1M,SDL,SDL,SXL,A1M,IVC,BWP,RSG,BBG,NUF,EXT,NUF,KCN,KCN,RSG,QUB,REA,EVN,TPI,MSB,MSB,ALZ,SDL,BLY,MSB,KAR,IGO,MRM,SIG,ALZ,ALZ,GNC,REA,ARI,REA,AST,TWE,HLS,AST,CRZ,CRZ,ALL,REA,AST,HLS,REC2,DLX,AST,REA,AST,ORA,AST,CIM,HVN,AST,REA,ORA,AWC,HVN,CIM,SKI,ORA,SKI,ORA,REA,AWC,HVN,ALQ,ANN,JBH,ILU,DOW,ILU,ILU,ALQ,ORA,QUB,LNK,VUK,TAH,REA,REA,REA,ANN,ALQ,REA,CIM,WHC,NST,SKI,REA,SKI,QUB,SKI,SKI,CWN,WOR,WOR,DOW,QUB,QUB,ALU,CWN,WOR,CWN,ALQ,CGF,JBH,BEN,FPH,IPL,CAR,BLD,BLD,OZL,BLD,CAR,BLD,IPL,AMP,BOQ,A2M,CAR,CWY,QUB,REH,CWY,JBH,ORE,IPL
PBG,NUF,SAI,PTM,ASL,SVW,RRL,MBN,MSB,NUF,IRE,KCN,BWP,MML,MGX,AZT,MML,NVT,REA,EVN,SDL,SDL,BRS,BRS,PTM,MML,CHC,MMS,ENV,ENV,LYC,SXL,LYC,LYC,ALL,ALL,JBH,AST,ALL,BPT,SKI,DOW,REA,SKI,CRZ,CRZ,CRZ,FLT,HLS,REC2,HVN,HVN,HVN,HVN,ALQ,AST,CIM,REA,BSL,AST,ORA,ORA,BSL,ORA,SKI,AWC,AWC,AST,HVN,ANN,HVN,VUK,VUK,JBH,JBH,QUB,ANN,MFG,QUB,LNK,REA,LNK,VUK,VUK,HSO,MFG,ALQ,VUK,XRO,BOQ,RWC,VUK,WOR,ILU,SGR,CIM,QUB,MFG,CHC,CWN,CCL,URW,ILU,DOW,CWN,WOR,JBH,ALQ,CWN,ALU,ALQ,DMP,DMP,DMP,DMP,CWY,CCL,AMP,VCX,CWY,BEN,BLD,ORI,BEN,JBH,ANN,NXT,JBH,BEN,ORI,REH,ALQ,AKE
